"the_geom","segmentid","bikeid","prevbikeid","status","boro","street","fromstreet","tostreet","onoffst","facilitycl","allclasses","bikedir","lanecount","ft_facilit","tf_facilit","ft2facilit","tf2facilit","instdate","ret_date","grnwy","gwsystem","gwsys2","spur","gwyjuris"
"MULTILINESTRING ((-73.99660830163369 40.598045607551384, -73.99593213817182 40.59757916900066))","18794.0","2660.0","NA","Current","3","BATH AV","BAY 19 ST","BAY 35 ST","ON","II","II","2","2","Conventional","Conventional",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99295516773763 40.58886437712798, -73.99259141692464 40.588106320775395))","18833.0","6059.0","1439","Current","3","SHORE PKWY","BAY 32 ST","BAY 50 ST","ON","I","I","2","2","Protected","Protected",,,"2019-12-20T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.99295516773763 40.58886437712798, -73.99259141692464 40.588106320775395))","18833.0","1439.0","NA","Retired","3","SHORE PKWY","BAY PKWY","BAY 52 ST","ON","III","III","2","2","Signed Route","Signed Route",,,"1998-07-01T00:00:00.000","2019-12-20T00:00:00.000","Greenway",,,,"NYCDOT"
"MULTILINESTRING ((-73.99346555139734 40.59127058709753, -73.9929862510128 40.59063087228484))","18852.0","1440.0","NA","Current","3","SHORE PKWY","CROPSEY AV","24 AV","ON","III","III","L","1",,"Signed Route",,,"1998-07-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99330854974785 40.58958389828412, -73.99295516773763 40.58886437712798))","18854.0","1439.0","NA","Retired","3","SHORE PKWY","BAY PKWY","BAY 52 ST","ON","III","III","2","2","Signed Route","Signed Route",,,"1998-07-01T00:00:00.000","2019-12-20T00:00:00.000","Greenway",,,,"NYCDOT"
"MULTILINESTRING ((-73.99330854974785 40.58958389828412, -73.99295516773763 40.58886437712798))","18854.0","6059.0","1439","Current","3","SHORE PKWY","BAY 32 ST","BAY 50 ST","ON","I","I","2","2","Protected","Protected",,,"2019-12-20T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.9929862510128 40.59063087228484, -73.99255747855733 40.5899216752518))","18855.0","1440.0","NA","Current","3","SHORE PKWY","CROPSEY AV","24 AV","ON","III","III","L","1",,"Signed Route",,,"1998-07-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99167673509255 40.594779827140776, -73.99093182322021 40.59433278729885))","18884.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99093182322021 40.59433278729885, -73.99018963886283 40.593882563995535))","18886.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99018963886283 40.593882563995535, -73.98947465576798 40.59345090715422))","18888.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99313419696728 40.59566103989125, -73.99238931312142 40.59521084870359))","18890.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.99238931312142 40.59521084870359, -73.99167673509255 40.594779827140776))","18892.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98945614582905 40.57847860385007, -73.990503672298 40.57835764766135))","18931.0","1313.0","NA","Current","3","NEPTUNE AV","W 25 ST","W 20 ST","ON","II","II","2","2","Conventional","Conventional",,,"2005-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98839702080238 40.5785805221419, -73.98945614582905 40.57847860385007))","18945.0","1313.0","NA","Current","3","NEPTUNE AV","W 25 ST","W 20 ST","ON","II","II","2","2","Conventional","Conventional",,,"2005-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.987340593544 40.5787016580565, -73.98839702080238 40.5785805221419))","18952.0","1313.0","NA","Current","3","NEPTUNE AV","W 25 ST","W 20 ST","ON","II","II","2","2","Conventional","Conventional",,,"2005-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98720976911798 40.583591904361064, -73.98829948277023 40.58346674594842))","18966.0","2972.0","NA","Current","3","BAY 52 ST","W 22 ST","SHORE PKWY","ON","III","III","L","1",,"Shared",,,"2019-12-20T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.98986302407859 40.585937842128615, -73.98908976126623 40.58546064693308))","18977.0","1440.0","NA","Current","3","SHORE PKWY","CROPSEY AV","24 AV","ON","III","III","L","1",,"Signed Route",,,"1998-07-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98908976126623 40.58546064693308, -73.98825968660044 40.58503005091973))","18979.0","1440.0","NA","Current","3","SHORE PKWY","CROPSEY AV","24 AV","ON","III","III","L","1",,"Signed Route",,,"1998-07-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98947465576798 40.59345090715422, -73.98873129769652 40.593001898995674))","19027.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98873129769652 40.593001898995674, -73.98798856392413 40.59255277801057))","19029.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98798856392413 40.59255277801057, -73.98727344398534 40.59212072918149))","19031.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98727344398534 40.59212072918149, -73.9865306591247 40.591670689199226))","19033.0","2661.0","NA","Current","3","BATH AV","BAY 35 ST","27 AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98627520980959 40.57882343066314, -73.987340593544 40.5787016580565))","19077.0","6388.0","1320","Current","3","NEPTUNE AV","W 20 ST","W 19 ST","ON","II","II,III","2","2","Conventional","Shared",,,"2010-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98627520980959 40.57882343066314, -73.987340593544 40.5787016580565))","19077.0","1320.0","NA","Retired","3","NEPTUNE AV","W 19 ST","W 20 ST","ON","II","II","2","2","Conventional","Conventional",,,"2005-08-01T00:00:00.000","2010-08-01T00:00:00.000","Greenway",,,,"NYCDOT"
"MULTILINESTRING ((-73.98521063891305 40.57893714280856, -73.98477359031926 40.57662632266588))","19081.0","6350.0","1518","Current","3","W 17 ST","NEPTUNE AV","SURF AV","ON","III","III","R","1","Signed Route",,,,"1998-07-01T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.98521063891305 40.57893714280856, -73.98627520980959 40.57882343066314))","19082.0","6339.0","1319","Current","3","NEPTUNE AV","W 37 ST","BRIGHTON 8 ST","ON","III","III","2","2","Shared","Shared",,,"2009-08-01T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98521063891305 40.57893714280856, -73.98627520980959 40.57882343066314))","19082.0","1319.0","NA","Retired","3","NEPTUNE AV","W 19 ST","W 17 ST","ON","II","II","2","2","Conventional","Conventional",,,"2005-08-01T00:00:00.000","2009-08-01T00:00:00.000","Greenway",,,,"NYCDOT"
"MULTILINESTRING ((-73.98308616400955 40.57916176457671, -73.98265122846287 40.57685931158406))","19085.0","1517.0","NA","Current","3","W 15 ST","SURF AV","NEPTUNE AV","ON","III","III","L","1",,"Signed Route",,,"2009-08-01T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.98308616400955 40.57916176457671, -73.98414926466005 40.579052709614636))","19086.0","1317.0","NA","Retired","3","NEPTUNE AV","W 37 ST","BRIGHTON 8 ST","ON","II","III,II","2","2","Shared","Conventional",,,"2005-08-01T00:00:00.000","2016-05-01T00:00:00.000","Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.98526614228437 40.59674384528484, -73.98412703223691 40.596068355671655))","19189.0","4129.0","NA","Current","3","86 ST","STILLWELL AV","MCDONALD AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-11-30T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98412703223691 40.596068355671655, -73.98372152644049 40.59582107846427))","19198.0","4129.0","NA","Current","3","86 ST","STILLWELL AV","MCDONALD AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-11-30T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98372152644049 40.59582107846427, -73.98304659441271 40.59541453897176))","19199.0","4129.0","NA","Current","3","86 ST","STILLWELL AV","MCDONALD AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-11-30T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98304659441271 40.59541453897176, -73.98197740104499 40.59476340639626))","19202.0","4129.0","NA","Current","3","86 ST","STILLWELL AV","MCDONALD AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-11-30T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98193839582143 40.57919970905182, -73.98308616400955 40.57916176457671))","19253.0","1317.0","NA","Retired","3","NEPTUNE AV","W 37 ST","BRIGHTON 8 ST","ON","II","III,II","2","2","Shared","Conventional",,,"2005-08-01T00:00:00.000","2016-05-01T00:00:00.000","Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.98138136460615 40.57924625827134, -73.98193839582143 40.57919970905182))","19254.0","1312.0","NA","Current","3","NEPTUNE AV","W 37 ST","BRIGHTON 8 ST","ON","II","II,III","2","2","Conventional Buffered","Shared",,,"2005-08-01T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.97961058559663 40.579443630789065, -73.98138136460615 40.57924625827134))","19259.0","1312.0","NA","Current","3","NEPTUNE AV","W 37 ST","BRIGHTON 8 ST","ON","II","II,III","2","2","Conventional Buffered","Shared",,,"2005-08-01T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Main Alignment","NYCDOT"
"MULTILINESTRING ((-73.9809372328472 40.594136933966894, -73.98071013205355 40.593997227682564))","19305.0","4129.0","NA","Current","3","86 ST","STILLWELL AV","MCDONALD AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-11-30T00:00:00.000",,,,,,
"MULTILINESTRING ((-73.98197740104499 40.59476340639626, -73.9809372328472 40.594136933966894))","19315.0","4129.0","NA","Current","3","86 ST","STILLWELL AV","MCDONALD AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-11-30T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01376688892996 40.60847868603924, -74.01302317665748 40.60803042104574))","19382.0","2659.0","NA","Current","3","BATH AV","14 AV","BAY 19 ST","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01228120058951 40.60758177281631, -74.01156609195176 40.607148786154035))","19386.0","2659.0","NA","Current","3","BATH AV","14 AV","BAY 19 ST","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01522379451202 40.6093563837802, -74.01701910219876 40.607654417338196))","19387.0","2662.0","NA","Current","3","14 AV","CROPSEY AV","BATH AV","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01522379451202 40.6093563837802, -74.0144820128117 40.608910380211775))","19388.0","2659.0","NA","Current","3","BATH AV","14 AV","BAY 19 ST","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.0144820128117 40.608910380211775, -74.01376688892996 40.60847868603924))","19390.0","2659.0","NA","Current","3","BATH AV","14 AV","BAY 19 ST","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01490900419374 40.61655789242796, -74.01270818871089 40.615228024475414))","19401.0","3081.0","NA","Current","3","84 ST","14 AV","DYKER PL","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01478487154988 40.62012479859813, -74.01536728864782 40.619563616910945))","19418.0","3066.0","NA","Current","3","11 AV","79 ST","86 ST","ON","III","III","R","1","Shared",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01420288403 40.62068474443514, -74.01478487154988 40.62012479859813))","19421.0","3066.0","NA","Current","3","11 AV","79 ST","86 ST","ON","III","III","R","1","Shared",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01362246784487 40.621243821705654, -74.01420288403 40.62068474443514))","19422.0","3067.0","NA","Current","3","11 AV","62 ST","79 ST","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01304073246277 40.621802868245474, -74.01362246784487 40.621243821705654))","19424.0","3067.0","NA","Current","3","11 AV","62 ST","79 ST","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01524185180004 40.623133026082826, -74.01582540265726 40.622573607123286))","19426.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01466131777612 40.62369181129736, -74.01524185180004 40.623133026082826))","19428.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01403349636928 40.62429394135891, -74.01466131777612 40.62369181129736))","19430.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01403349636928 40.62429394135891, -74.01183245630403 40.62296437289199))","19431.0","3073.0","NA","Current","3","BAY RIDGE PKWY","FT HAMILTON PKWY","14 AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01340877195514 40.62489587848199, -74.01403349636928 40.62429394135891))","19432.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01245837043878 40.62236203884905, -74.01304073246277 40.621802868245474))","19434.0","3067.0","NA","Current","3","11 AV","62 ST","79 ST","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01183245630403 40.62296437289199, -74.00963013414034 40.62163442001822))","19437.0","3073.0","NA","Current","3","BAY RIDGE PKWY","FT HAMILTON PKWY","14 AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01282730921831 40.62545573506025, -74.01340877195514 40.62489587848199))","19444.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01224534032966 40.6260156067278, -74.01282730921831 40.62545573506025))","19446.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01514630736392 40.63322193811996, -74.01317646051614 40.632013765832056))","19458.0","3077.0","NA","Current","3","66 ST","8 AV","7 AV","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Leif Ericson Park","NYCDOT"
"MULTILINESTRING ((-74.01317646051614 40.632013765832056, -74.01097026428971 40.63068186817997))","19464.0","3078.0","NA","Current","3","66 ST","FT HAMILTON PKWY","8 AV","ON","III","III","L","1",,"Shared",,,"2020-06-19T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Leif Ericson Park","NYCDOT"
"MULTILINESTRING ((-74.0119082382216 40.633234404939415, -74.00970417973765 40.63190485131186))","19468.0","3076.0","NA","Current","3","64 ST","7 AV","14 AV","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01156609195176 40.607148786154035, -74.01082340300852 40.60670076791834))","19470.0","2659.0","NA","Current","3","BATH AV","14 AV","BAY 19 ST","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01082340300852 40.60670076791834, -74.01000020439407 40.60620415974538))","19472.0","2659.0","NA","Current","3","BATH AV","14 AV","BAY 19 ST","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01000020439407 40.60620415974538, -74.00919222547869 40.60571451447512))","19474.0","2659.0","NA","Current","3","BATH AV","14 AV","BAY 19 ST","ON","III","III","2","2","Shared","Shared",,,"2018-10-09T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00963013414034 40.62163442001822, -74.00742666939531 40.62030364139784))","19528.0","3073.0","NA","Current","3","BAY RIDGE PKWY","FT HAMILTON PKWY","14 AV","ON","II","II","2","2","Conventional","Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01062410494353 40.62412551349772, -74.01120610646447 40.62356599211955))","19533.0","3067.0","NA","Current","3","11 AV","62 ST","79 ST","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01166525251314 40.62657416947059, -74.01224534032966 40.6260156067278))","19539.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01108151605382 40.62713401734748, -74.01166525251314 40.62657416947059))","19541.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.0094619279535 40.62524282717011, -74.01004189173906 40.62468620259021))","19545.0","3067.0","NA","Current","3","11 AV","62 ST","79 ST","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00887928261909 40.62580248375006, -74.0094619279535 40.62524282717011))","19547.0","3067.0","NA","Current","3","11 AV","62 ST","79 ST","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01001403616623 40.62816137416373, -74.01050029779292 40.62769279938313))","19557.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01000340872781 40.63011308921051, -74.00875385455141 40.62937122607905))","19560.0","3079.0","NA","Current","3","66 ST","14 AV","FT HAMILTON PKWY","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00875385455141 40.62937122607905, -74.00933768932144 40.62881224564259))","19563.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00875385455141 40.62937122607905, -74.00655432402675 40.62803972009829))","19564.0","3079.0","NA","Current","3","66 ST","14 AV","FT HAMILTON PKWY","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.00812858592369 40.62997380960824, -74.00875385455141 40.62937122607905))","19565.0","3075.0","NA","Current","3","10 AV","86 ST","62 ST","ON","II","II","L","1",,"Conventional",,,"2020-06-19T00:00:00.000",,,,,,
"MULTILINESTRING ((-74.01097026428971 40.63068186817997, -74.01000340872781 40.63011308921051))","19568.0","3078.0","NA","Current","3","66 ST","FT HAMILTON PKWY","8 AV","ON","III","III","L","1",,"Shared",,,"2020-06-19T00:00:00.000",,"Greenway","Brooklyn Waterfront",,"Leif Ericson Park","NYCDOT"
"MULTILINESTRING ((-74.00970417973765 40.63190485131186, -74.00845601212396 40.63115026963269))","19572.0","3076.0","NA","Current","3","64 ST","7 AV","14 AV","ON","II","II","R","1","Conventional",,,,"2020-06-19T00:00:00.000",,,,,,
